comment,like,bad
"The Chiba Prefecture Junior High School Tennis Federation has a closed-door approach to tennis, and although regional sports are allowed to participate in tournaments starting this year, they are not allowed to participate in individual matches (singles and doubles), only in team competitions. However, they cannot participate in individual matches (singles and doubles), but only in team competitions. Even if you win the prefectural tournament, you are not allowed to participate in the Kanto and national tournaments. The advisors of private junior high schools run the junior high school tennis tournaments, which is very convenient for them. I think it is not possible to make the transition to regional sports without improving these areas.",4,1
"I believe that the transition of club activities to the region is intended to reduce the burden on teachers. However, in order to transfer the activities to the region, local government officials and school board members are forced to work long overtime hours every day. The regional transfer of club activities is not intended to reduce the burden, but to transfer the burden from the teachers to someone else. Isn't this a real turnaround?",2,7
"I think that club activity leaders, whether teachers or regional contractors, should be paid well, and teachers should be able to choose which club activities they want to be in charge of. Depending on the club activities, the same teacher may have a very different workload, and some people become teachers because they want to do club activities and others do not. If salaries are paid well, the sense of unfairness and the feeling of being forced to do something can be reduced. If you can't even budget to pay salaries, you don't have to do club activities at school.",1,1
"Regionalization of club activities is a good thing. In other words, I feel that this is the only realistic measure that can be taken in accordance with the actual situation in the field of education. Unless the Ministry of Education admits its past mistakes and implements serious educational reforms, I believe that the local community will be responsible for classroom education everywhere. The day when the traditional profession of ""teacher"" will disappear from Japan is surely approaching.",3,1
"I am not sure if my experience from more than half a century ago will be of any help to you today, but at my school back then, we had a lot of fun (my personal opinion). Of course, as long as we were playing, we were concerned about winning and losing, but that was in its own way. The advisor rarely came to the practice field. He did lead us in games against other teams, though. In those days, it was not easy to watch videos to improve technique and share understanding of strategy and tactics, so the members looked things up in books, talked with each other, and thought about what kind of practice we would do. That is why we were a weak team. We would be overjoyed if we won once or twice in the regional qualifying rounds. Because we ran the team ourselves, I can't say that there was no infighting (especially between grades) or trouble within the team, but we were able to manage through discussion (as I remember it). I think the original purpose of school club activities is to deepen friendships while working toward a common goal through friendly competition among friends.",3,2
"I am all for moving club activities to the community. There is a limit to how much teachers can lead club activities. They are volunteers on weekdays, and on their days off, they are paid 3,000 yen no matter how many hours they lead. If there is an injury, the advisor is responsible. I don't even want to go to training camps. Only teachers who want to do it should do it. I want them to be released from club activities as soon as possible. Some of the young teachers now refuse to take part in club activities from the beginning, and the burden of this is becoming a burden on them. Do something about it as soon as possible.",8,1
"I am an active high school teacher. I believe that one of the goals of club activities is to participate in tournaments. Most of these competitions are run by teachers. Not only on the day of the tournament, but also before the tournament (sometimes several years in advance), a lot of time is allocated to preparation for the tournament. Moreover, there is almost no allowance for that preparation time. If we do not transfer the management of the tournament to the local region, no matter how many club activities are transferred to the local region, the club activities will not leave the hands of the teachers.",5,1
"If we consider the issue of how teachers work, the current situation, in which they are told they can work a fixed amount all the time and it is almost illegal, will no longer have to be changed. However, it will not be an easy transition to the region. How many personnel will be available to provide instruction for only two hours on weekday evenings? Based on the working hours, the monthly income would be about 100,000 yen, which is not enough for a young person to make a living. Some say they are retired old people, but what kind of expertise do they expect? Can we expect them to be patient and treat other people's children in the same way as teachers? We believe that club activities are very significant as a gateway to casual involvement in athletic and cultural activities of interest. It may even confer on a person's lifelong mental and physical health. In the theme of protecting teachers, only the negative aspects of club activities are focused on, but I believe that this should be a win-win solution for both teachers and children.",3,5
"I was slapped for no reason in club activities. I think there were club activities just to win, or to prevent delinquency, or for the convenience of the school, and serious teachers had doubts and difficulties. I think that this is what learning is all about. I hope they will expand nationwide soon.",1,3
"Regarding middle and high schools. I think it is easy to think that outsourcing school club activities to the community will make them better than they are now. It would be better to leave the current situation as it is, with teachers serving as advisors, but with outside personnel filling in to support some of the coaching, administrative work, tournament management, etc. I believe that club activities are also a place for teachers to find good points in students that cannot be seen in the classroom alone, and to provide detailed guidance (in areas that cannot be reached in the classroom alone). Don't you want to be an advisor because you don't like it or because it is a club activity you are not good at? Don't make me laugh. Can someone with that level of experience teach children who don't like or are not good at studying so that they can manage to do so? If you can't overcome your own difficulties, if you can't change yourself, what can you do for others? If you say that club activities are not necessary, are you also saying that you don't need a sports festival or a cultural festival? There are good and bad sides to everything. We should not emphasize only the bad aspects.",10,23
"I agree with the regional transition, but the school board's explanation is not clear with the whole process being thrown to the region. What about inclusion in the internal report when students enter high school? What about the physical, emotional, and financial burden on parents? I don't want the club to become a club, as it is too different from the previous club activities and it is clear that it will affect the future in many ways. I would like to see more concrete explanations and, if you are going to start, a system for the conversion of all club activities into clubs, and only then.",1,5
"Since there is so much trouble even among school teachers, who are bound by fairly strong ""gauges,"" it is frightening what the situation would be like if the school were opened up to the community. In fact, I have heard such a story. Regarding the transition of club activities for girls in junior high school and above to the community, measures against harassment are indispensable.",1,6
"First, I am concerned that we are not getting into a 0 or 100 argument. I am concerned that we don't have to forcibly move club activities to outside areas to where they are fine within the school as they are, and that we can properly choose whether or not to leave club activities to the community. I know this is extreme, but there is a female music teacher who has devoted her life to teaching club activities and has been active for over 30 years without getting married. It is no exaggeration to say that she became a teacher in order to teach club activities. I am concerned that such a person would be swayed by the voices of teachers who do not want to be club activity advisors. Changing the subject, the beauty of club activities is that anyone can easily participate in them within the school. If club activities are outsourced, monthly fees are incurred, and they are transformed into something that is no different from lessons, then this is nothing more than the mere abolition of club activities.",5,13
"I'm guessing that the people who are doing the good work here are the teachers and the people who are pushing the booing mark are the parents. My son has already graduated from middle school, so I'll write what I have to say, but I think the transition of club activities to the local area should be done with the teachers in mind. I think it is too black a profession. However, from a parent's point of view, I feel that I really appreciated the fact that the teachers at the school knew the characteristics of the children and taught them. Anyway, I think it is a bad thing that Japan does not spend much money on education. I think there should be more teachers and an allowance for club activities.",3,8
"The education budget should be devoted intensively to children (including kindergarten) up to the age of 18, and those over 18 (adults) should be responsible for their own education. Club activities, school lunches, school commuting fees, uniforms, and textbooks should all be free. Public schools should offer remedial classes for students who excel but are financially unable to attend cram school. For those students with excellent grades who have financial difficulties but wish to attend a private integrated junior or senior high school, a full scholarship and living support money (about the cost of a part-time job) will be provided. In any case, until the age of 18, we will support students regardless of disparities in academic ability, ability, motivation, and good conduct. After the age of 18 (college, junior college, vocational school), students are responsible for everything. Of course, scholarships with repayment and scholarships that are exempt from repayment will be offered to particularly talented students and to schools with a shortage of human resources, such as nursing and caregivers, if they enter professional jobs that will be in short supply in the future. Those with low academic ability & poor conduct who are unlikely to be able to repay the scholarship will not be allowed to go on to college or other schools. All private school subsidies should also be abolished.",26,3
"Even though we are working to reduce the burden on parents through measures such as free education as part of measures to address the declining birthrate and aging population, you are promoting reforms that may increase the burden on parents, the guardians, instead of reducing the burden on teachers. The pretext for these reforms is the declining birth rate, and the introduction of ""joint club activities with other schools"" and ""introduction of outside instructors. I don't think that reform of work styles is a matter of ""just shifting the burden""....",2,9
"There are two conditions for quality assurance of instructors: the first is the number of people weeded out before they are hired. It is necessary to ""make it so popular that there will be people who want to become instructors but cannot"" through a combination of training and other means. The other is ""liquidity"". This is because an organization quietly rots after decades in the same place. Based on these conditions, there are three possible methods. Each disadvantage is omitted due to character limitation. 1) Economic selection with a certain salary. In this case, provide an opportunity to fire or change instructors based on yearly evaluations from the student side, as in professional sports teams or orchestras. (2) Establish an examination system and make it an honorary position. Have people from already high quality places participate as honorary positions (emoluments), just as legislators in the Meiji era were chosen from the aristocracy. (iii) Set up as a local community circle with no age or other restrictions, and conduct it without a leader or with alternating leadership roles within the circle. In this case, it will be a kind of blockchain situation where everyone keeps an eye on each other.",1,2
"Club activities themselves should be abolished. Children who want to do something other than study can join lessons or club teams. I think the gap will widen, though. I and my three children are very happy to have been a part of ""club activities. It may have been hard work for the advisors, but it was a fulfilling student life.",5,1
"I don't think it will work as it is now. Only school education is making progress, and society is not really willing to accept it. Even telework is a system, but it is returning to the direction of requiring workers to come to work. Companies are putting their own profits first, and workers are putting their own lives first, so there is no mechanism to help them in any way. I understand the need to reform the way people work, but the reality is that it has become a rubbing-together.",2,1
"In the 1980s, there was an accident in which a student died during a club activity when the teacher was not watching. The accident resulted in a lawsuit and the school lost the case and had to pay a large amount of compensation. The school lost the case and had to pay a large amount of compensation. Before that, teachers could go to club activities after doing administrative work in the staff room, so there was relatively little leeway, but now there was no leeway at all. Frankly speaking, we should have thought about how club activities should be organized at that time, such as transitioning to the local area. There was no media coverage. At that time, it was extremely popular to beat teachers.",93,4
"In the first place, we need to think a little bit about the fact that all students have to join a club. It is fine if the students are only involved in club activities one or two days a week like in elementary school, but it is better for students who really want to join, but forcing them to join some club may cause them to dislike school. Especially in the sports clubs, those who have experience in club teams or youth teams can be regulars with the older students from early on, and those who have just started cannot keep up with them. Some children are having a hard time participating in club activities that are supposed to be fun. I understand the importance of cheering and other activities even though they can't participate in tournaments, but they have to stay at the venue from morning until evening. Depending on the size of the school, first-year students are not allowed to use the equipment they bought after entering the school. They can't participate in tournaments because there aren't enough players, or there are too many players, so they can't practice as much as they would like. I don't want to play club activities until I feel like that. Some students say that it is painful to have to listen to their advisors and seniors.",5,3
"I'm not a fan of the club, but I'm a fan of the sporting activities. But considering the huge burden on the parents, if the kids want to play but the parents can't help, can we secure the club members? Personally, I think that if club activities are carefully selected and teachers are assigned to specialize in club activities, it would be possible to secure club members and reduce the burden on teachers, parents, and the community.",3,1
"The intense workload of teachers is not a problem that can be managed by reducing one club activity. It is impossible to maintain the current school functions without dividing the workload between teachers who provide academic instruction and teachers who teach homeroom classes and club activities. Personnel costs will probably need to be increased by about 1.5 times the current level. Even if local instructors for club activities are introduced, those who have no experience in teaching will not understand that club activities are educational activities, and will tend to fall into the trap of victory supremacy. In addition, leaders who are competent enough to achieve both the personal growth of the children and the improvement of their athletic performance will not be regional leaders who do not earn much money. The number of former teachers tends to increase, but when the number of teachers without experience in teaching club activities increases and they retire, there will be no one left to be a community leader. This system of regional advisors is not sustainable at all. If we think that we have solved the problem with such a stopgap measure, Japanese education will soon collapse.",11,2
"As long as club activities are involved, teachers will not be able to work comfortably. Students will be dragged down for the rest of their lives with knee and back injuries due to the intense physical activities they do with their underdeveloped bodies. It may be difficult, but I think that sports and arts should be learned.",3,1
"I agree with the philosophy of regional transition. When considering specific practical measures, if we mix the issues of teacher work style reform, declining birth rates, and the lack of professional leaders in the search for practical measures, all of these issues will be halfway through. We should be bold and focus on the reform of teachers' work styles and discuss practical measures for regional transition. Currently, it is the job of teachers to secure outside instructors, and if teachers are required to do more work related to regional transition, it will be a complete disaster. Who will manage the people (instructors, parents, students), goods (facilities, equipment), money (fees for coaching, membership fee income), and information (negotiations with other organizations, local governments, junior high school federations, etc.) related to regional transition? The substance of teacher work reform will not change unless management and discretion are also transferred to the region, even if in stages over several years.",3,1
"I would have liked to join a karate club myself, but while there is some sort of judo and even kendo in regular junior high schools, there is no such thing as karate. With the declining birthrate, it is very difficult to find a sport you want to play nowadays. Even baseball and soccer teams cannot be formed. So it is nonsense to do it as a club activity in junior high school anymore. I paid to go to a karate dojo myself. Shouldn't it be the same for other sports?",2,2
"Eventually, both parents and children will shun the additional travel time and financial burden and will not participate in club activities. Most children will either go home and watch videos or get together and become delinquents. This will only make them unhealthy. Parents will be busy with work due to higher taxes and higher prices, and there will be few children who can aspire to do well on their own. The unhealthiness of children is going to become a social problem.",2,2
"The biggest problem is that there are many students who say that they go to school because of club activities even though they are not good at studying. But it's not right for teachers to be the victims of club activities, and there are also connections that are developed because of club activities. If you think that you can just do something about club activities while ignoring the underlying factors, you'll never solve this problem.",3,1
"Club activities should be run by students' voluntary activities, and there is no need to force students to join or to assign inexperienced advisors. Inexperienced advisors are unmotivated and cannot provide proper guidance, and even though there is a two-person advisor system, the experienced advisor ends up working alone. Only such hard-working advisors have a heavy workload, such as being the head of the school. The teachers who are busy are extremely busy, and there are quite a few teachers who are not busy. In order to close the gap, it would be better to move them to the local area so that they can focus on their original job as teachers. Some of them neglect researching teaching materials because of club activities. It's a complete reversal of the original plan.",2,1
"The elementary school clubs are already organized by the local community, with volunteers playing table tennis at the A C E school, soccer at the B C D F school, tennis at the CD school, baseball at each school, and minor sports (like pole dancing and ballroom dancing) at only one school, and local middle and high school students and adults are also allowed to participate. My son goes to a school in the next town over and plays tennis once a week with kids from different school districts.",3,1
"The culture of ""club activities"" is said to be unique to Japan. I hear that this culture is unique to Japan. It is possible to see the students in a way that you cannot see in the classroom alone. There may be a small number of people who become teachers because they want to be involved in club activities. How about simply thinking that club activities are a burden? Also, I am concerned that if we ask outside parties to take over club activities, only ""winning"" (in the case of athletic clubs) will be given priority. I would like the ""club activities"" to remain as much as possible. Therefore, I would like to see more compensation for the heavy workload, an increase in the number of teachers (double the current number?), and a rotation of teachers. If we could increase the number of teachers (about double the current number) and have them take charge of club activities on a rotating basis (including teachers from other schools), I think the burden would be lessened. I think this would reduce the burden. After all, isn't this the problem of the government not spending money on education?",1,4
"I'm one of them...some of them wanted to become teachers because they wanted to lead club activities. The hardest work for teachers in terms of both quantity and quality is divisional work, preparation of documents reported by the education bureau, student guidance, and dealing with parents. The official documents also have a detailed format that makes the work quite wasteful and tedious, to be honest. Personally, I would be much happier if they would simplify the tedious and unnecessary clerical work.",18,34
"I am an active middle school teacher, and I believe that the one thing that is always left behind when this topic comes up is the teacher who became a teacher because he/she longs to be a club activities advisor. Of course, the current situation of forcing those who do not want to do so to do so should be improved, but what about teachers who want to do club activity coaching because it is taken to the extreme? I feel that it is a good idea. I am a Japanese language teacher, so I find Japanese language instruction rewarding, but I also find it rewarding to interact with students in club activities, so if club activities were to be eliminated, it would be half as rewarding. Many of my fellow teachers have said that they would have a hard time deciding whether or not to continue teaching if club activities were eliminated. This is not because they are trying to create strong club activities, but because they are convinced that students will grow through club activity instruction, which is different from academic instruction. I believe that teachers do not just teach academics, but also ""educate"" students through their school life. I hope that the voices of current teachers who want to emphasize club activity guidance as well as subject and HR management will also be heard.",2,14
"This is a good opportunity for all of us to remind ourselves that middle school club activities have barely been supported by the dedicated volunteers of the advisors. There is no way we can make the transition to the community in its current form. It is a matter of whether or not parents will be willing to pay to have it done. It is not a question of merit or demerit. The young teachers today don't want to do club activities, so this is a problem that can't be helped.",58,2
"In the first place, you don't need 2-3 hours of practice after school. I was captain of a club in junior high school, and I remember being fed up with the fact that we had club activities all afternoon, even on Saturdays when we were half-done, and usually on weekends as well, and we went to school for about two-thirds of the summer vacation for club activities, so I think we practice too much even though we are not really aiming for the nationals. Long hours of practice and morning practice are starting to be found out to be meaningless these days. I think it would be better if the enjoyable players move around a little bit at school, and the hardcore players are active at local clubs.",13,3
"In high school, there is a kind of segregation between those who want to be involved in club activities and those who want to study hard, but in junior high school, it's both, so it's tough. It seems that there is a sense of trying to prevent students from becoming delinquents, but I think that is the responsibility of the parents and not the school.",3,1
"I am a teacher at a public middle school. There's an injured person who falls down in front of me, and I ask, ""Who's going to help him?"" Who calls the ambulance? ""Who gives first aid?"" I have never heard of a discussion that went on for hours with an injured person left unattended. Even now, when the leaders are thinking about external transfers, there are still many teachers who are suffering from being forced to advise club activities, taking time away from their personal and professional lives. What are the government, parents, and community members doing about it? Are they just letting this problem go on, thinking that ""the teachers will do it anyway"" or ""I can't do it because I don't have the time""? Teachers are forced to become advisors even for events they have no experience in. In such a field, public education has already begun to collapse due to a lack of manpower. As evidence of this, we are hardly able to even prepare for ""classes,"" which should be the most important part of our work. One of my colleagues spends several minutes planning a lesson before going from the staff room to the classroom. This is the reality. How long will this stalling in the name of research and discussion continue?",12,1
"For families whose parents can afford the time for finances, transportation, etc., I think it would be fine to have the club after the region, but for families who cannot afford it, some children may have to give up the club activities, don't you think? I am wondering if a solution to this problem is being considered.",1,2
"The problem of outside coaches is only the tip of the iceberg, and there are many cases where the problem has been resolved by the faculty. The problem of outside coaches in the news is only the tip of the iceberg, and there are many cases where faculty members have come in between and solved the problem. In the first place, if you think that faculty members will continue to advise the local teams as they are, you are too optimistic. The teachers' work style reforms will make student guidance even more difficult, as they will no longer be involved in club activities and will have to do more work in their place, and they will still be busy.",10,15
"From the perspective of Ichi parents, they are in favor of the transition of club activities to the private sector. However, after the transition to the private sector, I am opposed to the club activity leaders becoming leaders of the neighborhood sportsmen's club. My daughter was not only discriminated and harassed by the sportsmen's club leaders and forced to quit from the sportsmen's club, but also stopped going to school for a period of time because of it, as she no longer trusts people. Not only that, but there are many youth sports leaders who are not only teaching for their own reasons and to satisfy their personal desires, but also without understanding the revised rules and policies of the various sports organizations and the proper use of school facilities, and so on. Please understand that transitioning to the private sector also means taking on a certain amount of risk.",23,6
"From the perspective of Ichi parents, they are in favor of the transition of club activities to the private sector. However, after the transition to the private sector, I am opposed to the club activity leaders becoming leaders of the neighborhood sportsmen's club. My daughter was not only discriminated and harassed by the sportsmen's club leaders and forced to quit from the sportsmen's club, but also stopped going to school for a period of time because of it, as she no longer trusts people. Not only that, but there are many youth sports leaders who are not only teaching for their own reasons and to satisfy their personal desires, but also without understanding the revised rules and policies of the various sports organizations and the proper use of school facilities, and so on. Please understand that transitioning to the private sector also means taking on a certain amount of risk.",23,6
"Personally, I think the way it should be is this. (1) Basically, teachers are prohibited from advising club activities as teachers (no free work). (2) The city and users will split the cost of advisors' salaries and other expenses (3) Basically, advisors will be invited from outside the school (open recruitment or a single recruitment) (4) If (3) is difficult, teachers can work part-time (concurrently) (either at their own school or a neighboring school) (5) In the case of (4), the salary will be the same as that in (3) (6). (6) The city should set a day twice a week when club activities are prohibited. Basically, the beneficiaries should pay. It's like that with swimming, isn't it? Almost everyone belongs to a club team.",4,1
"Teachers. Is it true that ""reforms are underway to move school club activities to the community?"" It does not appear to be underway. If it were underway, the number of club activities and competitions should have decreased this school year, but they haven't decreased a bit. It seems as if there have been situations before where the intention was to ""move school club activities to the community,"" but because leaders could not be found, they were told to ""continue at school for the time being,"" and that ""for the time being"" continued for a long time. If we don't implement ""reforms to eliminate club activities from schools"" instead of ""reforms to move school club activities to the community,"" the number of prospective teachers will decrease, while the number of amateur advisors will increase, not decrease.",5,1
"Even for the ""relaxed"" education system, I can say with certainty that it is a failure. The idea of introducing an English language vendor test into the university entrance examination seems like a good one that has been discouraged. In any case, the way they are thinking is not in line with the actual situation. There is no way that the students will be able to do well if they are left in the hands of people who don't know the students well, such as those who are transitioning to the regional level. If you don't have enough people, you should make more and more joint teams. If you have a small number of students, you can make more and more joint teams, and teachers who know the students well can take turns watching them.",4,6
"Originally, the types of club activities established in each public school (or should I say clubs) varied. Therefore, there were times when there was not necessarily a club activity that one wanted to join. I think this can be solved ""to some extent"" by making club activities common within a certain area, separated from the school, but of course there is the problem of transportation. Some activities are usually online, and joint practices are possible once or twice a month. There are examples like this in online high schools, such as e-sports. The problem is with team sports systems, where you can't practice coordinated play or have practice matches unless you get together with some frequency in the first place. This is the problem. However, speaking of transportation, even before this story broke, there was a problem in depopulated areas as to who would pick up and drop off the students at the tournament venue. Traveling one or two hours each way with children from other families is more psychologically taxing than carrying only one's own children. These issues need to be considered at the same time.",16,3
"It would be wrong to say that the times are different, but in today's junior high schools, after-school club activities are held three days a week for 30 minutes to one hour, and there are no activities during the winter season. In such a situation, activities on Saturdays and Sundays are transferred to the local community (for a fee), so how should the children interact with club activities at school? How can they practice enough to participate in games in such a short time? If this initiative is started in the name of reforming the working style of teachers, we will not hire teachers who work in the afternoon or hire staff members who put more emphasis on club activities. It sacrifices only the children's time, protects only the incumbent teachers, and imposes a burden on the good will of the community. In today's world, it is up to the individual to participate in club activities and to not join or not join paid practices held in the community. If club activities decline while the birthrate declines at an accelerating pace, the base that was expanded in elementary and junior high schools will become narrower, and the population of each sport will probably decline in no time at all.",1,14
"It would be a symbolic transformation of inequality. First of all, there should be a limit on Saturday and Sunday activities, and minimize the number of trips and practice games. The overall balance of junior high school life should be maintained, and those who want to play more can go and learn privately. In this day and age, there is also the use of online videos for technical content. It is the same as video learning in the classroom. The majority of kids are doing it for the love of it, not for competition. Unless the focus is changed, there will be a burden on the teacher, the student, and the parents, and the argument will be, ""What are club activities for?",3,5
"When you become a working adult and have to work and earn your own living expenses, you will have to interact with men and women of all ages, even if you only interacted with your classmates during school. (Except for those who are shut-ins or NEETs and are now at the mercy of their parents. On the other hand, school teachers are becoming more and more aware of their rights as workers due to reforms in the way they work, compliance, etc. (Apart from the traditional trade union membership consciousness.) The intention of club activities to the community is unavoidable! We should not be concerned with daily and holiday activities!",3,1
"The most important thing to remember is that you don't have to go through all the trouble of finding the right person to take care of your child. I don't think public schools, including club activities, will be able to survive in the future without mutual aid.",1,1
"It is natural that there are pros and cons from each side. Even if it were possible to outsource the activities to local leaders, the location of the activities would most likely be at the school due to problems with equipment and facilities. In such cases, teachers from the school would have to come to work. Furthermore, if they are not actually teaching, they will not receive the teaching allowance that is paid for club activities conducted on their days off. It is not that easy.",5,2
"As someone who has been there, I have many fond memories of the club activities, although they were burdensome. It was like a practical training in terms of student understanding and student guidance, as I could see the personalities and characteristics of the students very clearly. The students were getting better and better, and the way they grew to know more and train themselves with their own way of thinking, behavior, language, etc., were becoming more and more independent. There is a figure there that you don't see in tests in school. It was not a matter of money. My own family and health were sacrificed, but I think I was able to force myself to do it because it was a job I wanted. I should have done better, but I was not in an environment where I could say such a thing. If you are not a very energetic person, you will soon become exhausted. I would like to see a review. However, there are some leaders who are willing to make sacrifices and spend time with the children. For such leaders, I would like to see the school teachers do their best by not saying that the special work allowance is now 2,500 yen per day, but that it should be paid more by the public sector or by the parents.",84,134
"Not only advisors, but also many of the officers of the associations are actually school employees. I believe that true reform of club activities will not be possible without dismantling and reorganizing the associations.",40,3
"I wish it would stop because it will make a big difference in the area of residence. It would be better if the city or the state would take the responsibility to arrange for each school to have the personnel to be instructors properly to the countryside. ...... It will be the same as the shortage of doctors in depopulated areas in the countryside! No one will come to the backcountry, and the best ones just leave for the cities. There are a few local junior sports teams, but the coaches are parents, and the children of parents who are good friends are required to join regularly. If you trace them back, they may be relatives of influential local people. As for cultural activities...there are piano classes run by elderly people, but there are no classes for learning brass, woodwind, or percussion instruments. They are old enough to have a disconnected network of people they can call on as instructors. There is also only one painting school in the city. Satellite preparatory schools are the best they can do in this area. I don't want the disparity to widen any further.",1,10
"Please do away with middle school club competitions. My child was in a black club that was active almost 365 days a year and competed in tournaments (as an alternate) until November of his junior year. I couldn't quit due to reasons such as lower PE scores, being ostracized by peers, etc. I was able to go to a private sports high school that was not as good, but I am very worried about my future. Parents with some gifted children are good, but I think that most parents in most families would like to have a balanced student life between study and sports. We would like to see tournaments left to local sports and club activities managed without tournaments.",3,1
"Club activities, for better or worse, are one of the factors that have shaped the Japanese temperament.... The mixture of hot-blooded teachers, hot-blooded/unreasonable coaching, students immersed in the coaching and club activities, and students who are careless and careless about off-campus activities has formed our society as we have grown up....... ...What do you think? Is the world getting better?",2,1
"When I was in elementary school, there was a club called the Shorinji Kempo Club that was suddenly formed after a teacher with experience in Shorinji Kempo was transferred to the school. I think it is a good story about the teacher's experience, but even as a child I wondered what would happen if the teacher was transferred. I also wondered what would happen if I were transferred. ....",6,1
"The regional transition also has the advantage of giving students a place to stay outside of school. Japanese junior high and high school students have almost no place to belong outside of school. If they have a better chance of finding a group to which they feel a sense of belonging, won't this make their lives easier?",8,1
"I think this action is necessary because we live in a time of declining birthrate. There should be sports that enrich the long lives of many people in a healthy way, not just club activities that create honor for professional athletes and coaches who don't get a single piece of the pie for winning.",5,1
"If the reason is because the number of children is declining and teams cannot be formed, I agree with the regional transition. However, I do not agree that it is to reduce the burden on teachers. Can we say that club activities are the root of all the evils that keep teachers busy? Rather, the other tasks such as useless surveys, tests, and ICT that are imposed from above are much more painful. It is much more productive to be doing club activities. I don't feel that if we make the transition to regional club activities, we will be forced to do even more unreasonable work than before.",8,6
"Many of the comments, which appear to be from educators, state that they are dissatisfied with being forced to advise club activities because of the long work hours involved in coaching club activities. If this is the case, then club activities should be abolished in public schools and Koshien and national high school soccer should be events only for wealthy private schools. This could be done immediately.",2,1
"The regional transition would only be implemented in a very small portion of the region. First of all, local leaders will not be available, and their teaching time will be limited. Furthermore, when parents are faced with the reality that they have to pay rewards to the instructors, they will never be ""in favor"" of the program.",18,5
"The challenges of regional transition pointed out in the article include the financial burden of incurring rewards for instructors, etc., which were not charged for school-based club activities, and the lack of outside instructors who have contact with students. However, the reason that club activities do not charge for instructional fees, etc., is that teachers are currently forced to work for free, at a fixed rate, for as long as they work. This is because they are forced to work even on weekends like slaves. Can the illegal state of exploiting teachers be allowed to continue? In addition, teaching is a black job where the average monthly overtime exceeds the line for death from overwork. Club activities are a contributing factor. Under such circumstances, what is reported daily is the shortage of teachers and the collapse of public education. While they are saying leisurely things such as, ""It is difficult and impossible to shift to the region because of the lack of outside instructors,"" public education is sure to collapse because young people are evading the program and teachers cannot be secured. There is no time to wait. Club activities should either be taken over by the local community or, if this is not possible, they should be abolished once and eliminated from schools.",49,2
"It's not a Dr. X line, but the biggest obstacle is that there is no time to devote to the original job because everything is incorporated into the job, even ""jobs that can be done without a teaching license"". The division of school duties should be eliminated. It is not right that a math teacher is also a library teacher, or that he/she is in charge of closing the school lunch account, or that he/she manages the collection of club fees. First of all, this area should be scrutinized. Then, there will be people who can afford to lead club activities and want to do so, so they should be paid accordingly. Also, club activities should be changed every season like in other countries. That way, we can ask local leaders only during the season, and we might be able to find a few leaders. No one will take on the job if they have to do it all day, every day, but if it is only for 3-4 months a year, there might be someone willing to do it. Kids should also try different things, not just one sport. Even a kid who is an all-time substitute might have a chance in another sport.",3,1
